,date,text,compound
705,2019-11-20,"Tesla Semi ‘Tesla Semi’ is an heavy-duty all-electric truck program at Tesla led by Jerome Guillen, Tesla’s former Model S Program Director and VP of Vehicle Engineering. Before joining Tesla, Guillen was an ...",0.0
704,2019-11-20,"Tesla Cybertruck pics, price: ""Doesn't look like anything else,"" Elon Musk says They hit its steel alloy body with a sledgehammer. They shot it with a 9-millimeter handgun gun. They showed off the toughness of its glass by dropping weights on it from a decent height. And they did ...",-0.5733
703,2019-11-20,"Tesla Pickup Design Surprise: Are These Features Included? While a model unit for Tesla’s Cybertruck has yet to make an appearance, it’s fairly safe to say that with all of Elon Musk’s vague assurances of the pickup truck’s futuristic appeal, the design’s ...",0.7184
707,2019-11-20,"Tesla’s Winding Road to Berlin were shown how Berlin, a hive of tech start-ups that likens itself to Silicon ... The news has temporarily quieted rising alarm that the German auto industry faces serious disruption from a transition ...",-0.6369
701,2019-11-20,"Tesla and Uber draw scrutiny at Senate hearing on self-driving cars: 'That's not safe!' Several Senators offered sharp criticism of Tesla and Uber during a Commerce Committee hearing on self-driving vehicles on Wednesday. Sen. Roger Wicker, R-Miss., who chairs the committee, referenced a ...",-0.4926
700,2019-11-20,"Selling a Truck to Detroit’s Loyal Owners May Be Tesla’s Toughest Challenge Yet A year before Elon Musk was ready to unveil Tesla’s first pickup model, the chief executive officer was setting a low bar for the amount of demand it will draw. Dig into the dynamics of the fiercely ...",0.6249
699,2019-11-20,"Your Thursday Briefing: Impeachment, Prince Andrew, Tesla The incentives: Tesla was promised building permits in four weeks rather than the customary 11 months. Company executives were also taken on a biplane tour of the site. Details: A recent government ...",0.5859
698,2019-11-20,"Tesla Market Cap Hits Highest In History At $65 Billion American electric car maker Tesla’s market cap has hit a new high ever since it went public. On Wednesday, before the trading bell, the Elon Musk-led company’s market cap was around $65 billion. That ...",0.0
702,2019-11-20,"Porsche takes another swipe at Tesla with ‘entry level’ Taycan 4S EV The basic battery in the standard Taycan 4S has a smaller 79.2 kilowatt-hour (kWh ... Instead, it looks like a more digitized Porsche cockpit —with an Apple Music app built into the system. You can't ...",0.3612
727,2019-12-05,"Tesla Stock Price Will Surge 50% To $500, Morgan Stanley Predicts Morgan Stanley sees a big uptick in Tesla’s stock if the Cybertruck becomes successful. The stronger “bull case” for Tesla came Thursday from Morgan Stanley analyst Adam Jonas who predicted the share ...",0.8225
726,2019-12-05,"Elon Musk's lawyer asked the British cave explorer suing the Tesla CEO over 'pedo guy' tweet whether he would apologize to Musk Vernon Unsworth said in 2018 Elon Musk pulled ""a PR stunt"" by showing up near the Thailand cave where a major rescue operation was underway.",0.3818
725,2019-12-05,"You might be able to build your own Cybertruck if LEGO and Tesla fans have their way Just needs 10k supporters to be reviewed by @LEGO_Group. No cost to… https://t.co/8SR54qmKfH &mdash; Tesla Daily (@TeslaPodcast) 1575409671000 Even Tesla has something to gain ""As a long-time electric ...",0.6249
724,2019-12-05,"Tesla Rival NIO Introduces New Electric SUV In China Unprofitable and cash-burning Tesla competitor, NIO, is launching a new electric sports utility vehicle in China. The new electric SUV would come with a panoramic-view window, Bloomberg first reported ...",0.0
723,2019-12-05,"Haggling over the price of a new car could soon be a lost art, but maybe that’s okay Some car companies and dealerships have put an ... If you’re shopping for a Tesla or a Genesis (Hyundai’s luxury brand) there is no deal to be made. There’s no haggling over monthly payments, no ...",-0.7717
722,2019-12-05,"Elon Musk and his Cybertruck make a glorious appearance in N64’s GoldenEye After picking up body armor, which is hugely helpful when you’re an undercover agent chasing bad guys on the streets of St. Petersburg, James Bond runs into a courtyard and finds Tesla co-founder and ...",0.5849
720,2019-12-05,"Piper Jaffray Companies Weighs in on Tesla Inc’s FY2019 Earnings (NASDAQ:TSLA) Tesla Inc (NASDAQ:TSLA) – Equities research analysts at Piper Jaffray Companies raised their FY2019 earnings per share estimates for shares of Tesla in a research report issued on Monday, December 2nd ...",0.5267
719,2019-12-05,"GM sees batteries venture promise Tesla aims to meet global demand with its Gigafactory 3, under construction in Shanghai. GM introduced many customers to electrification ... The automaker has promised that it would have 20 ...",0.5106
721,2019-12-05,"UT startups take business ideas to New York City conference UT’s Blackstone LaunchPad nominated HiPR Innovation, a pressure-relieving medical device, Plexus Technology, a communication system for music festivals, Tesla ride-hailing service ElecTrip and ...",0.6249
718,2019-12-06,"The Only Thing the Tesla Cybertruck Needs Is More Lasers In May, Tesla, the electric vehicle manufacturer run by billionaire Elon Musk, filed a patent to put lasers on its cars. While this might sound like a step toward some kind of James Bond-mobile, the ...",0.3612
734,2019-12-12,"World’s first all-electric fire engine unveiled by California fire district It happened to Fremont, California police in September when a Tesla patrol car nearly ran out of power during ... more diesel can be added to keep the back up power supply running. Schapelhouman said ...",-0.5859
736,2019-12-12,"Tesla’s Model 3 gets best electric car title from Edmunds for 2019 It may not be as hot as the Cybertruck at the moment, but the Tesla Model 3 is nonetheless getting some high praise from the automotive world. Edmunds, one of the auto industry’s leading car shopping ...",0.8176
737,2019-12-12,"Tesla Loses Its Third General Counsel in the Course of a Year Tesla Inc. has lost its third general counsel in the past year. Jonathan Chang, a longtime attorney for the electric-car maker who was promoted to the role in February, left the company Dec. 6, ...",-0.2023
733,2019-12-12,"Tesla now selling iPhone cases made from leftover Model S leather In something of a strange marriage of brands, Tesla, the Elon Musk led company hell-bent on popularizing electric vehicles ... 6s or 6s Plus and depending on if you want a standard case or a wallet ...",0.25
735,2019-12-12,"Tesla loses its third general counsel in the last year Unsworth brought the suit against Musk in September 2018, after the Tesla and SpaceX CEO had called him ""sus"" (suspicious) and a ""pedo guy"" on Twitter earlier that summer. Musk also characterized the ...",-0.3182
731,2019-12-12,"Tesla Model 3 becomes first squad car for Connecticut police department The Westport Police Department in Connecticut is adding a Tesla Model ... of squad cars, which is expected to begin active duty in January 2020. The all-electric sedan will be joining the ...",0.4019
730,2019-12-12,"Tesla: Cybertruck 'very likely' to receive medium-duty classification Tesla Inc. told California regulators this week its upcoming Cybertruck will be classified as a medium-duty pickup, putting it in a separate class from the Ford F-150 that CEO Elon Musk has been quick ...",0.0
729,2019-12-12,"Tesla's Biggest Competitor Arrives: GM Promises All Cadillac Cars, SUVs To Be Electric By 2030 GM expects most Cadillac cars and SUVs to be all-electric vehicles by 2030. Electric SUVs similar to the Escalade brand will be bunched under a new name Cadillac expects record global sales for a ...",0.3818
728,2019-12-12,Elon Musk Could Send Tesla Cybertruck To Space Via SpaceX Starship Social media ups speculation that Tesla Cybertruck will be sent to space as a payload Elon Musk replies it is likely on the Starship SpaceX sent Tesla Roadster to space in 2018 Tesla’s newly unveiled ...,0.0
732,2019-12-12,"Tesla loses its third general counsel in the course of a year Tesla Inc. has lost its third general counsel in the past year. Jonathan Chang, a longtime attorney for the electric-car maker who was promoted to the role in February, left the company Dec. 6, ...",-0.2023
747,2019-12-19,"Top Transportation Trends of 2019 2019 was all about electrification, and this year saw multiple top car brands plugging into the trend. While Tesla’s Model 3 was by far the best-selling EV in America ... NASA meanwhile took steps ...",0.3818
746,2019-12-19,"NTSB finds excessive speed caused Tesla crash that killed 2 When the battery and modules were being unloaded at the tow yard, the case and modules reignited once again, but the fire burned itself out, according to the report. The youths were returning from a ...",-0.7717
745,2019-12-19,"30-40% Of Tesla Owners Buy Autopilot (But Full Self Driving Is Three Years Away, Expert Says) On the consumer side, with Tesla, that’s the company’s Full Self Driving capability: “If you actually took out Autopilot out of Tesla they would have no profitability, because their attach rate is ...",-0.0258
744,2019-12-19,"Tesla Model 3 ‘Acceleration Boost’ tested: 0-60 in 3.8, more power and torque Wugz’s test used data directly from the Model 3’s CAN bus. The CAN bus is a diagnostic port in every car that can be used to read data directly from the car ... The Model 3 also showed more than a ...",0.0
743,2019-12-19,"Former Tesla Executive Susan Repo Joins MariaDB as First COO to Supercharge Business Operations ""Her business and operational leadership experience is perfectly suited for the pace ... Previously, Repo served as Corporate Treasurer and VP of Finance at Tesla, where she raised over $11 billion of ...",0.6908
742,2019-12-19,"Two analysts debate Tesla's road to $420 per share Ross Gerber, Gerber Kawasaki CEO, and Craig Irwin, Roth Capital senior research analyst, debate Tesla's road to $420 per share on ""Closing Bell."" ...",0.5267
741,2019-12-19,"A defect in nearly a million cars on Florida roads can kill you. Here’s what to do now. Scion, Subaru, Tesla, Toyota, and Volkswagen. This warning applies even if you replaced the airbag for the same reason in 2017 and 2018, because, as the warning letters state, these bags were replaced ...",-0.8979
